Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CompanyLoyaltyRatio,PositionStagnationRatio,ManagementStabilityRatio,JobLevelSalaryRatio,DepartmentSalaryRatio,EducationReturnRatio
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,3,Male,71,3,2,Human Resources,3,Married,6077,14814,3,No,11,3,3,0,10,2,3,6,3,1,2,0.6,0.16666666666666666,0.3333333333333333,1.1044518170209405,0.9132155311830624,0.8894382957942055
35,No,Travel_Rarely,992,Research & Development,1,3,Medical,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,No,19,3,2,0,3,3,3,3,0,1,2,1.0,0.3333333333333333,0.6666666666666666,0.8791081712422231,0.3900495735455787,0.3759246219360896
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,3,Male,33,3,3,Sales Executive,2,Married,9250,17799,3,No,12,3,2,1,9,3,3,4,2,1,3,0.4444444444444444,0.25,0.75,0.9422188330691009,1.3291809918902402,1.353843053496199
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Yes,12,3,4,1,1,2,3,1,0,0,0,1.0,0.0,0.0,0.7441919784311717,0.33018890429940007,0.3182317003654897
53,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,3,Female,78,2,3,Manufacturing Director,4,Married,10169,14618,1,No,16,3,2,1,34,4,3,33,7,1,9,0.9705882352941176,0.030303030303030304,0.2727272727272727,1.0358295474032093,1.6189445360755061,1.228489380283746
38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4,0.7142857142857143,0.2,0.8,0.8823619502446383,0.7729349712505243,0.744944505918251
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,4,No,14,3,2,1,9,3,2,6,5,1,2,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.7427833760349818,0.6506663702370531,0.5981790875285368
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,3,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,No,12,3,4,1,10,3,2,8,2,7,6,0.8,0.875,0.75,0.849326139318507,0.3768356492172999,0.34643746028383815
34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,2972,22061,1,No,13,3,3,0,1,4,1,1,0,0,0,1.0,0.0,0.0,1.0664120346660764,0.4731540132969224,0.43498611405304904
55,No,Travel_Rarely,685,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,19586,23037,1,No,21,4,3,1,36,3,3,36,6,2,13,1.0,0.05555555555555555,0.3611111111111111,1.0205386351073376,2.814415016990513,2.366131674917637
34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,No,17,3,2,1,9,3,2,2,2,2,1,0.2222222222222222,1.0,0.5,0.9966782564658283,0.8730742291118178,0.80264597895926
26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,2061,11133,1,No,21,4,1,0,1,5,3,1,0,0,0,1.0,0.0,0.0,0.739527322828662,0.32811925350099497,0.3162369982899105
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,9924,12355,1,No,11,3,4,1,10,3,3,9,8,7,7,0.9,0.7777777777777778,0.7777777777777778,1.8036168886154047,1.4260315852452694,1.5227248767729604
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,4198,16379,2,No,12,3,2,0,8,5,4,3,2,1,2,0.375,0.3333333333333333,0.6666666666666666,0.7629568418387213,0.6032326274546193,0.6441353317908997
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,2,Female,73,3,2,Sales Executive,3,Single,6815,21447,6,No,13,3,1,0,15,5,3,1,0,0,0,0.06666666666666667,0.0,0.0,1.2385781031755323,0.9792830767277823,0.9974530172515239
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5,1.0,0.1,0.5,1.694705262357967,0.751920055451334,0.8373266367503497
35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Yes,16,3,3,0,10,4,3,5,2,0,4,0.5,0.0,0.8,1.1162651078069141,0.9778304002926304,0.8989517875214762
39,No,Travel_Rarely,1462,Sales,6,3,Medical,4,Male,38,4,3,Sales Executive,3,Married,8237,4658,2,No,11,3,1,1,11,3,3,7,6,7,6,0.6363636363636364,1.0,0.8571428571428571,0.8390331381611009,1.183617711372963,1.263873922811253
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,1,6,0,4,6,4,1,3,1.0,0.16666666666666666,0.5,1.6089702050495946,1.409432193713881,1.5695220654564568
50,No,Travel_Rarely,264,Sales,9,3,Marketing,3,Male,59,3,5,Manager,3,Married,19331,19519,4,Yes,16,3,3,1,27,2,3,1,0,0,0,0.037037037037037035,0.0,0.0,1.0072517285438547,2.777772730187052,2.966121986386346
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,2,No,16,3,4,1,4,2,3,2,2,2,2,0.5,1.0,1.0,0.7438331587694401,0.3300297003918305,0.3180782617442913
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Yes,13,3,4,1,9,3,3,3,2,0,2,0.3333333333333333,0.0,0.6666666666666666,1.0108542054089964,0.8854921339022485,0.8140621690319848
42,No,Travel_Rarely,1059,Research & Development,9,2,Other,4,Male,93,2,5,Manager,4,Single,19613,26362,8,No,22,4,4,0,24,2,3,1,0,0,1,0.041666666666666664,0.0,1.0,1.0219454840375886,3.122466239163035,3.1498501635045906
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,3407,25348,1,No,17,3,4,2,10,3,2,10,9,6,8,1.0,0.6,0.8,0.6191981801201818,0.5424077130897088,0.5227653824229621
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,1,8,3,2,8,2,7,7,1.0,0.875,0.875,0.9201644807597535,0.8060493840250061,0.7410278248487844
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,4,Female,84,3,2,Sales Executive,1,Married,4639,11262,1,No,15,3,3,1,5,2,3,5,4,1,2,1.0,0.2,0.4,0.8431054762481723,0.6666022293382512,0.7450239590321621
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,No,12,3,3,1,8,0,3,6,4,0,2,0.75,0.0,0.3333333333333333,1.7496046706028896,0.7762782533094864,0.7481667169634175
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,1,1,5,2,1,0,0,1,1.0,0.0,1.0,0.9652248900577878,0.42825851136228843,0.4320143241639397
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,17567,3156,1,No,15,3,2,0,27,5,1,26,0,0,12,0.9629629629629629,0.0,0.46153846153846156,1.1330782931250498,2.524294322652524,2.571130910353268
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0,1.0,0.0,0.0,0.8640377454494992,0.3833630094276545,0.36948019984575664
22,No,Non-Travel,457,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3,1.0,0.25,0.75,1.0097185281124963,0.4479997959009218,0.45192873910681275
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Yes,15,3,3,1,32,3,3,30,8,12,13,0.9375,0.4,0.43333333333333335,0.7253068484198317,1.7902479406204215,1.3584780294316772
32,No,Travel_Rarely,634,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2,0.5,0.0,0.6666666666666666,1.188410719654793,0.5272833418705946,0.48474899385723363
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,1,Yes,14,3,4,1,23,4,2,22,7,1,10,0.9565217391304348,0.045454545454545456,0.45454545454545453,0.9925579730501211,3.032675235293767,2.922852295208396
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1,1.0,0.16666666666666666,0.16666666666666666,0.7682328957671835,0.3408555661065649,0.3285120879857828
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4,1.0,0.1,0.4,1.048474992988943,0.9184473427691606,0.6969372833962957
45,No,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,1.0,0.4,0.5,0.7969427707152912,0.630103637777157,0.6728283539550012
31,No,Travel_Frequently,715,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3,0.5,0.0,0.6,0.969053330320167,0.7661830322982444,0.7803990444585658
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.8474673066922241,0.7423678209971565,0.6824832603732731
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,1.0,0.7777777777777778,0.2222222222222222,0.8585536257375224,0.7520792593589036,0.6914113064557885
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4,0.9,0.1111111111111111,0.4444444444444444,1.1521699338199094,0.5112037472060625,0.46996649132716706
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,0.7,1.0,1.0,0.9772317624027641,0.856039411001868,0.6495808238554137
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,1.0,0.0,1.0,1.4589607446003587,0.647323088178091,0.6238814337927103
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10,1.0,0.0625,0.625,0.946517206359233,0.8291339506226015,0.6291643910431458
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,1,No,21,4,2,1,6,5,2,5,3,0,0,0.8333333333333334,0.0,0.0,0.8863602948183524,0.776437457217056,0.7483201555846158
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,0.6666666666666666,1.0,1.0,1.1184408856171466,0.49623857989451786,0.5526036685900572
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0,1.0,1.0,1.0,0.5629880492567543,0.22545783527305802,0.25198158907554696
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0,0.18518518518518517,0.2,0.0,1.0242902322546736,2.9540876932691527,2.877172621149003
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,1,No,15,3,4,1,11,3,3,10,8,0,7,0.9090909090909091,0.0,0.7,0.5577690680331194,0.4885967923311759,0.49288176983610815
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,1.0,0.7777777777777778,0.6666666666666666,1.0629247051974127,1.661292775489026,1.6011320122053447
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9,0.9333333333333333,0.14285714285714285,0.6428571428571429,0.75386969508028,0.6603778085988001,0.6071071336110523
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,3,9,2,2,4,3,0,2,0.4444444444444444,0.0,0.5,1.048293250053774,0.918288138861591,0.8850339670723938
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,1,No,13,3,4,0,10,2,1,9,2,3,8,0.9,0.3333333333333333,0.8888888888888888,0.9163478791212083,0.802706101966044,0.7736375280823525
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9,1.0,0.3,0.9,1.048656735924112,0.9186065466767303,0.9266626953256253
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2,0.5,0.0,0.4,0.7900377588415077,1.2347855071100033,1.2456145346526082
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,No,17,3,3,0,15,3,3,13,12,6,0,0.8666666666666667,0.46153846153846156,0.0,1.0497845722821788,1.4809231678292771,1.5813384300707507
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,No,11,3,1,1,8,2,1,8,4,7,7,1.0,0.875,0.875,1.4123141885752613,0.6266265801940399,0.6039344130369177
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3,0.2222222222222222,0.75,0.75,0.8092895814847575,1.2648750456406623,1.2190698454213191
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2,0.7142857142857143,0.0,0.2,1.0437496766745535,0.8630239913747454,0.6937962937328699
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2,0.08695652173913043,1.0,1.0,0.9805348785841069,2.4202178028734234,1.8365124947461409
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2,0.2857142857142857,1.0,1.0,0.9886815673184001,0.7817021184738276,0.8736646555583019
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3,1.0,0.16666666666666666,0.5,1.3491619281105138,0.5986066924617861,0.6665992280714196
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2,0.6,0.0,0.6666666666666666,1.2619687503097545,0.5599201429223675,0.5396436307547866
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,No,13,3,3,0,6,0,2,4,2,1,2,0.6666666666666666,0.25,0.5,0.9257547272673206,0.4107460815296298,0.3958716426918821
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3,0.4,0.0,0.75,0.7772033873104714,0.3448356637958055,0.33234805351574287
29,No,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,No,11,3,3,0,8,2,3,5,2,1,4,0.625,0.2,0.8,1.0666492865058252,0.8433473774490615,0.9005312678134326
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,No,12,3,3,2,9,6,3,3,2,0,2,0.3333333333333333,0.0,0.6666666666666666,0.815706855699174,1.2749048918175487,1.1720621807997365
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,No,17,3,3,2,7,6,3,7,7,0,7,1.0,0.0,1.0,0.9461537204888953,0.8288155428074623,0.9229562716329283
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,No,21,4,3,0,7,3,3,5,4,1,0,0.7142857142857143,0.2,0.0,0.9623288417189206,0.8429846905811589,0.8124574992455488
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,No,16,3,2,2,27,2,3,4,2,1,2,0.14814814814814814,0.25,0.5,1.0586448468754734,2.613013734940238,2.4022298418414176
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,No,15,3,3,3,19,3,3,14,11,1,11,0.7368421052631579,0.07142857142857142,0.7857142857142857,1.3516001833506919,2.1124766495413403,1.6029919939999042
20,No,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,No,19,3,1,0,2,3,3,2,2,2,2,1.0,1.0,1.0,0.9985951185988191,0.39990385950600416,0.4270196827951581
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,No,12,3,3,1,11,2,3,11,8,7,9,1.0,0.6363636363636364,0.8181818181818182,0.9874093667722182,0.864954829825767,0.8336320289709285
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,No,11,3,3,0,15,4,3,4,3,1,3,0.26666666666666666,0.25,0.75,0.722303979065549,0.320477465937653,0.3088719444723871
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12,0.5,0.13333333333333333,0.8,0.9008124006252886,2.223441773117368,2.475990643416342
36,No,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,1,No,15,3,3,0,4,6,3,3,2,1,2,0.75,0.3333333333333333,0.6666666666666666,0.7949435984284341,0.6963578917095352,0.6401848125397162
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,No,20,4,1,1,13,3,3,5,4,0,4,0.38461538461538464,0.0,0.8,1.2434851624250907,1.0892731355913672,1.098826024509173
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,17426,18685,3,No,25,4,3,1,36,6,3,10,8,4,7,0.2777777777777778,0.4,0.7,1.1239837386006215,2.774287293308267,2.105187918263798
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,No,24,4,1,1,14,3,3,14,10,6,11,1.0,0.42857142857142855,0.7857142857142857,1.1354003070461804,2.8024663849480906,2.827043921285439
35,Yes,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7,0.8461538461538461,0.5454545454545454,0.6363636363636364,0.8325643860083806,0.6582679052809935,0.6704816246557933
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9,0.6842105263157895,0.15384615384615385,0.6923076923076923,0.8605527980243795,0.7538305023421694,0.7265318713744425
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9,1.0,0.0,0.9,0.7609576695518642,0.6016519797885876,0.6424475069577172
33,No,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4,1.0,0.0,0.6666666666666666,1.0004948581043736,0.791042309227651,0.8057195685942244
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,1,No,13,3,3,2,10,4,2,9,5,1,6,0.9,0.1111111111111111,0.6666666666666666,0.9941338553734648,0.8708453744058431,0.8393092579552694
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,No,11,3,1,2,10,2,3,10,0,0,2,1.0,0.0,0.2,0.9952243129844777,0.7868751471990222,0.8014750876697498
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2,0.11764705882352941,1.0,1.0,0.9282664648994412,0.41186050888261716,0.39694571304027093
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3,1.0,0.75,0.75,0.8755199746249078,0.38845753446988246,0.37439023572410557
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,0.10344827586206896,0.3333333333333333,0.6666666666666666,1.030200176341623,2.2951004110779367,2.3376844595071664
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379,22384,4,No,14,3,1,0,23,2,3,8,7,0,0,0.34782608695652173,0.0,0.0,0.9919514470296659,2.448396894513247,2.359732555410254
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2,0.09523809523809523,0.0,1.0,0.721383110896797,1.017649706439641,1.1373700534308628
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,No,11,3,1,0,2,3,3,2,2,0,2,1.0,0.0,1.0,0.9788600372035855,0.39200062117584594,0.483639014409264
33,No,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2,0.8571428571428571,0.16666666666666666,0.3333333333333333,0.9755960759862448,0.7713560610234388,0.8236585185930322
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,2,10,2,2,3,2,0,2,0.3,0.0,0.6666666666666666,0.9717794743476994,0.8512632937747793,0.7825944656263975
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2,0.25,1.0,1.0,1.1464288192322052,0.4801256577472247,0.4902363947289005
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2,1.0,0.2,0.4,1.4313316306470318,0.63506438729523,0.7071979576534289
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,No,19,3,4,1,7,5,2,0,0,0,0,0.0,1.0,1.0,1.1862578016844039,0.5263281184251768,0.5309439983962768
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,No,15,3,3,0,11,2,3,4,3,1,2,0.36363636363636365,0.25,0.5,0.7135397757458434,1.1152233725252159,1.0252616853773917
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7,0.47368421052631576,0.7777777777777778,0.7777777777777778,0.9526662018971845,0.3815108684830905,0.4263933199461933
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,0,1.0,0.0,0.0,0.4998357887920068,0.22177104324448618,0.20388144578596815
26,No,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,No,20,4,3,0,7,5,3,7,7,5,7,1.0,0.7142857142857143,1.0,0.9221665306500054,0.40915404245393355,0.39433725647989804
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,No,12,3,4,1,8,1,3,4,2,1,2,0.5,0.25,0.5,1.2691451435443848,0.5631042210737599,0.5427124031787547
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,No,14,3,3,1,15,3,4,15,10,4,13,1.0,0.26666666666666666,0.8666666666666667,0.7244273395829306,0.6345867755725211,0.6401520803410645
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,0,0.05263157894736842,0.0,0.0,1.1085586551665974,1.7326161260802175,1.592851237967474
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,No,18,3,4,3,14,6,3,14,11,2,13,1.0,0.14285714285714285,0.9285714285714286,0.7276862739915217,0.3228655245511974,0.3111735237903631
